CustomerID,FirstName,LastName,Gender,DateOfBirth,Email,Phone,Country,City,State,PostalCode,RegistrationDate,CustomerSegment,LoyaltyTier,IsActive,PreferredLanguage,MarketingOptIn
C00000042,Emma,Brown,Female,1983-03-20,emma.brown42@globalretail.com,+81427497052,United States,New York,NY,79610,2022-01-11,Corporate,Bronze,True,en,True
C00000043,Lucas,Martin,Male,2010-03-20,lucas.martin43@globalretail.com,+33139674064,United States,New York,NY,12011,2023-11-22,Consumer,Gold,True,en,False
C00000044,Liam,Moore,Non-Binary,1978-12-07,liam.moore44@globalretail.com,+84564047144,United Kingdom,London,England,96050,2025-01-05,Consumer,Silver,True,en,True
C00000045,Noah,Garcia,Male,1989-07-15,noah.garcia45@globalretail.com,+91882590468,United States,New York,NY,93358,2022-07-29,Consumer,Silver,True,en,True
C00000046,Olivia,Smith,Male,1993-06-27,olivia.smith46@globalretail.com,+8190714937,United States,New York,NY,97192,2022-11-12,Consumer,Silver,True,en,True
C00000047,Amelia,Williams,Male,1994-10-10,amelia.williams47@globalretail.com,+21388875967,France,Paris,Île-de-France,68435,2020-07-04,Consumer,Bronze,True,fr,True
C00000048,Lucas,Miller,Female,1983-12-09,lucas.miller48@globalretail.com,+24101147738,United States,New York,NY,53952,2023-06-21,Consumer,Bronze,True,en,True
C00000049,Lucas,Martin,Male,2008-12-25,lucas.martin49@globalretail.com,+12383648961,United States,New York,NY,21764,2025-08-29,Consumer,Silver,True,en,True
C00000050,James,Smith,Non-Binary,1977-12-15,james.smith50@globalretail.com,+68905886866,United States,New York,NY,30349,2022-08-11,Small Business,Gold,True,en,True
C00000051,Sophia,Garcia,Non-Binary,1986-11-29,sophia.garcia51@globalretail.com,+80790651629,Australia,Sydney,NSW,28972,2021-09-04,Consumer,Gold,True,en,False
C00000052,James,Garcia,Non-Binary,1980-05-31,james.garcia52@globalretail.com,+97641564293,France,Paris,Île-de-France,84511,2025-09-01,Consumer,Gold,True,fr,False
C00000053,Michael,Garcia,Male,1975-07-25,michael.garcia53@globalretail.com,+18784102263,France,Paris,Île-de-France,57278,2020-12-14,Consumer,Bronze,True,fr,False
C00000054,John,Martin,Male,2004-09-12,john.martin54@globalretail.com,+63383245470,United States,New York,NY,10434,2025-12-16,Consumer,Bronze,False,en,True
C00000055,Lucas,Johnson,Non-Binary,2007-08-14,lucas.johnson55@globalretail.com,+61370790737,France,Paris,Île-de-France,19758,2020-09-27,Consumer,Bronze,True,fr,False
C00000056,Liam,Williams,Female,1996-04-27,liam.williams56@globalretail.com,+10614333244,Italy,Milan,Lombardy,99613,2025-02-28,Consumer,Platinum,True,it,False
C00000057,Michael,Martin,Female,1989-01-17,michael.martin57@globalretail.com,+84898023454,United States,New York,NY,49900,2021-08-26,Consumer,Silver,True,en,True
C00000058,Charlotte,Smith,Male,2005-03-19,charlotte.smith58@globalretail.com,+87625719365,United Kingdom,London,England,48123,2021-02-11,Small Business,Silver,True,en,True
C00000059,Charlotte,Wilson,Female,1983-02-07,charlotte.wilson59@globalretail.com,+11607821010,Italy,Milan,Lombardy,12294,2026-02-27,Consumer,Silver,True,it,True
C00000060,Charlotte,Jones,Non-Binary,1977-07-06,charlotte.jones60@globalretail.com,+12252192893,United Kingdom,London,England,78690,2022-05-13,Consumer,Bronze,True,en,False
C00000061,Michael,Moore,Female,2005-09-18,michael.moore61@globalretail.com,+30634603117,United States,New York,NY,73719,2021-04-06,Consumer,Bronze,True,en,True
C00000062,Charlotte,Martin,Male,2006-10-14,charlotte.martin62@globalretail.com,+54469324394,United Kingdom,London,England,59296,2023-05-21,Consumer,Bronze,True,en,True
C00000063,Sophia,Miller,Non-Binary,1982-12-12,sophia.miller63@globalretail.com,+2894469979,Spain,Madrid,Madrid,47988,2021-05-06,Consumer,Bronze,True,es,True
C00000064,James,Taylor,Female,2008-01-23,james.taylor64@globalretail.com,+7401332446,United States,New York,NY,23331,2024-10-19,Consumer,Gold,True,en,False
C00000065,Olivia,Williams,Female,1997-01-31,olivia.williams65@globalretail.com,+25930199614,Netherlands,Amsterdam,North Holland,58935,2024-11-21,Consumer,Bronze,False,nl,False
C00000066,James,Moore,Non-Binary,1976-05-20,james.moore66@globalretail.com,+53584107688,Germany,Berlin,Berlin,90598,2020-11-26,Corporate,Bronze,True,de,True
C00000067,Charlotte,Smith,Male,1979-11-16,charlotte.smith67@globalretail.com,+61545459676,Canada,Toronto,Ontario,55044,2026-03-03,Consumer,Bronze,True,en,False
C00000068,Isabella,Martin,Female,1987-08-29,isabella.martin68@globalretail.com,+72818200127,United States,New York,NY,61690,2022-09-04,Consumer,Bronze,True,en,True
C00000069,Emma,Williams,Male,1998-11-08,emma.williams69@globalretail.com,+58457378061,Germany,Berlin,Berlin,68977,2025-07-29,Consumer,Bronze,True,de,True
C00000070,Liam,Johnson,Female,1978-04-02,liam.johnson70@globalretail.com,+31495464842,United States,New York,NY,43863,2026-03-26,Consumer,Bronze,True,en,False
C00000071,James,Davis,Female,1983-08-02,james.davis71@globalretail.com,+35463142814,United Kingdom,London,England,18134,2025-11-16,Consumer,Bronze,True,en,True
C00000072,Olivia,Martin,Female,1978-04-27,olivia.martin72@globalretail.com,+32512918974,Germany,Berlin,Berlin,62396,2022-06-03,Small Business,Silver,True,de,True
C00000073,John,Brown,Female,2000-07-03,john.brown73@globalretail.com,+1178531200,United States,New York,NY,61317,2025-04-22,Consumer,Silver,True,en,True
C00000074,Emma,Williams,Male,2004-10-05,emma.williams74@globalretail.com,+93852697005,United States,New York,NY,94849,2025-11-09,Corporate,Silver,True,en,False
C00000075,John,Smith,Male,1999-09-15,john.smith75@globalretail.com,+83867748630,Italy,Milan,Lombardy,49817,2022-08-10,Consumer,Gold,True,it,True
C00000076,Michael,Davis,Male,1978-08-17,michael.davis76@globalretail.com,+39663109592,France,Paris,Île-de-France,86400,2021-04-04,Consumer,Bronze,True,fr,True
C00000077,Amelia,Smith,Female,1994-10-30,amelia.smith77@globalretail.com,+41792107818,United States,New York,NY,41766,2023-05-20,Consumer,Silver,True,en,False
C00000078,Liam,Smith,Male,1976-08-24,liam.smith78@globalretail.com,+25635056545,Netherlands,Amsterdam,North Holland,98403,2023-06-13,Small Business,Silver,True,nl,True
C00000079,Liam,Martin,Female,1984-05-03,liam.martin79@globalretail.com,+5847134030,United Kingdom,London,England,54309,2024-02-25,Small Business,Silver,True,en,False
C00000080,James,Williams,Non-Binary,2007-04-27,james.williams80@globalretail.com,+9320351782,United States,New York,NY,74971,2023-04-11,Consumer,Bronze,False,en,True
C00000081,Liam,Wilson,Non-Binary,1979-01-20,liam.wilson81@globalretail.com,+64755088072,United States,New York,NY,34551,2023-04-23,Consumer,Silver,True,en,False
C00000082,John,Taylor,Male,1976-08-08,john.taylor82@globalretail.com,+4740086647,United States,New York,NY,28600,2024-05-30,Consumer,Bronze,True,en,True
C00000083,Olivia,Davis,Male,2007-01-12,olivia.davis83@globalretail.com,+11277847876,United Kingdom,London,England,53154,2023-07-10,Consumer,Bronze,True,en,True
C00000084,Isabella,Wilson,Female,2011-10-22,isabella.wilson84@globalretail.com,+43575061127,United States,New York,NY,32185,2024-03-30,Consumer,Bronze,True,en,True
C00000085,Emma,Miller,Male,1999-05-03,emma.miller85@globalretail.com,+49482927708,United Kingdom,London,England,50461,2021-05-21,Consumer,Bronze,True,en,False
C00000086,Charlotte,Williams,Female,1982-10-28,charlotte.williams86@globalretail.com,+47891691110,United Kingdom,London,England,72198,2025-01-02,Consumer,Gold,True,en,True
C00000087,Michael,Davis,Male,1994-12-25,michael.davis87@globalretail.com,+8375968782,United States,New York,NY,35551,2020-05-22,Corporate,Bronze,True,en,True
C00000088,Sophia,Jones,Non-Binary,1985-12-04,sophia.jones88@globalretail.com,+92840428036,United States,New York,NY,51482,2020-06-27,Consumer,Bronze,True,en,False
C00000089,Amelia,Martin,Male,1975-04-03,amelia.martin89@globalretail.com,+14610230360,Canada,Toronto,Ontario,71045,2020-09-24,Corporate,Bronze,True,en,True
C00000090,Charlotte,Brown,Non-Binary,1974-07-22,charlotte.brown90@globalretail.com,+39983426727,Canada,Toronto,Ontario,29833,2022-01-19,Consumer,Bronze,True,en,True
C00000091,Charlotte,Miller,Male,1997-02-15,charlotte.miller91@globalretail.com,+51908404833,Italy,Milan,Lombardy,30963,2020-11-19,Consumer,Silver,True,it,False
C00000092,John,Wilson,Female,1981-05-16,john.wilson92@globalretail.com,+14177486627,Germany,Berlin,Berlin,44719,2023-08-27,Consumer,Bronze,True,de,True
C00000093,James,Wilson,Male,1981-12-07,james.wilson93@globalretail.com,+18547579219,Australia,Sydney,NSW,70414,2025-01-04,Consumer,Gold,True,en,False
C00000094,Lucas,Martin,Female,1987-05-06,lucas.martin94@globalretail.com,+73387404051,Italy,Milan,Lombardy,58886,2023-04-18,Consumer,Gold,True,it,True
C00000095,Charlotte,Williams,Female,1981-01-16,charlotte.williams95@globalretail.com,+75302132044,United States,New York,NY,52773,2022-08-22,Consumer,Silver,True,en,True
C00000096,Lucas,Moore,Female,2003-06-22,lucas.moore96@globalretail.com,+5209878605,United States,New York,NY,10588,2021-02-15,Consumer,Bronze,True,en,True
C00000097,John,Jones,Non-Binary,1982-09-01,john.jones97@globalretail.com,+75308479435,United States,New York,NY,19845,2020-07-25,Consumer,Silver,True,en,True
C00000098,Amelia,Jones,Non-Binary,1978-11-29,amelia.jones98@globalretail.com,+77862041122,Italy,Milan,Lombardy,91257,2020-01-26,Consumer,Bronze,True,it,True
C00000099,Sophia,Brown,Non-Binary,1975-11-18,sophia.brown99@globalretail.com,+94799696144,United States,New York,NY,36665,2022-11-10,Consumer,Bronze,True,en,False
C00000100,Sophia,Brown,Male,1983-04-16,sophia.brown100@globalretail.com,+64688458656,France,Paris,Île-de-France,73374,2020-11-15,Consumer,Silver,True,fr,True
C00000101,Michael,Moore,Non-Binary,1978-04-03,michael.moore101@globalretail.com,+21527104575,United States,New York,NY,45542,2025-12-27,Consumer,Bronze,True,en,True
C00000102,James,Smith,Female,1992-09-27,james.smith102@globalretail.com,+3923197717,United States,New York,NY,57681,2024-01-03,Small Business,Bronze,True,en,False
C00000103,James,Williams,Male,2014-08-11,james.williams103@globalretail.com,+55221911884,Canada,Toronto,Ontario,21860,2024-11-13,Consumer,Silver,True,en,True
C00000104,Olivia,Brown,Non-Binary,1980-07-22,olivia.brown104@globalretail.com,+51195596428,United States,New York,NY,85086,2026-03-09,Consumer,Bronze,True,en,True
C00000105,Olivia,Brown,Male,1997-07-17,olivia.brown105@globalretail.com,+9216815428,United States,New York,NY,60296,2021-10-24,Consumer,Platinum,True,en,True
C00000106,Olivia,Smith,Male,1988-04-10,olivia.smith106@globalretail.com,+78783294640,Netherlands,Amsterdam,North Holland,60842,2025-05-31,Consumer,Gold,True,nl,False
C00000107,Olivia,Martin,Female,2002-01-09,olivia.martin107@globalretail.com,+79310574666,Italy,Milan,Lombardy,71991,2022-06-28,Consumer,Silver,True,it,True
C00000108,James,Moore,Male,1979-09-08,james.moore108@globalretail.com,+32878336856,United States,New York,NY,35243,2024-01-11,Consumer,Silver,False,en,False
C00000109,John,Martin,Non-Binary,1991-08-27,john.martin109@globalretail.com,+59690613656,Spain,Madrid,Madrid,92187,2021-04-27,Corporate,Bronze,True,es,True
C00000110,Noah,Taylor,Female,2003-09-20,noah.taylor110@globalretail.com,+58640713189,United States,New York,NY,67455,2024-05-13,Consumer,Bronze,True,en,False
C00000111,Charlotte,Wilson,Male,2011-09-09,charlotte.wilson111@globalretail.com,+61529864322,United States,New York,NY,24034,2025-02-20,Consumer,Bronze,True,en,True
C00000112,Sophia,Johnson,Non-Binary,1997-01-18,sophia.johnson112@globalretail.com,+6143649358,Italy,Milan,Lombardy,93419,2025-08-27,Consumer,Bronze,True,it,True
C00000113,Isabella,Moore,Female,2014-04-22,isabella.moore113@globalretail.com,+84942074269,United States,New York,NY,27850,2025-08-26,Consumer,Bronze,True,en,False
C00000114,Isabella,Johnson,Male,1987-01-29,isabella.johnson114@globalretail.com,+88946518213,United States,New York,NY,38983,2025-07-07,Consumer,Bronze,True,en,False
C00000115,Noah,Brown,Female,2014-10-06,noah.brown115@globalretail.com,+19372903727,United States,New York,NY,75826,2023-01-31,Consumer,Bronze,True,en,True
C00000116,Amelia,Moore,Male,1975-10-26,amelia.moore116@globalretail.com,+24533217733,United States,New York,NY,31132,2024-03-04,Small Business,Bronze,True,en,True
C00000117,James,Brown,Non-Binary,1979-04-30,james.brown117@globalretail.com,+7783241973,Italy,Milan,Lombardy,57156,2022-12-18,Consumer,Silver,True,it,False
C00000118,Isabella,Johnson,Female,2002-06-01,isabella.johnson118@globalretail.com,+95956492293,United States,New York,NY,58688,2026-01-03,Consumer,Bronze,True,en,False
C00000119,Olivia,Miller,Male,1994-01-02,olivia.miller119@globalretail.com,+23760752422,United States,New York,NY,16329,2020-11-29,Consumer,Silver,True,en,True
C00000120,Michael,Taylor,Male,2007-01-18,michael.taylor120@globalretail.com,+96136285123,Canada,Toronto,Ontario,39050,2023-07-04,Consumer,Bronze,True,en,False
C00000121,James,Davis,Female,1980-02-02,james.davis121@globalretail.com,+30757687733,Germany,Berlin,Berlin,95604,2020-07-14,Consumer,Bronze,True,de,True
C00000122,Amelia,Miller,Non-Binary,1990-03-09,amelia.miller122@globalretail.com,+29543711420,United States,New York,NY,86492,2025-11-12,Consumer,Silver,True,en,True
C00000123,Sophia,Taylor,Male,1980-03-17,sophia.taylor123@globalretail.com,+32859642939,Spain,Madrid,Madrid,29570,2021-10-11,Consumer,Bronze,True,es,False
C00000124,Olivia,Martin,Female,2010-07-27,olivia.martin124@globalretail.com,+2160269731,Italy,Milan,Lombardy,94534,2024-07-04,Consumer,Bronze,True,it,False
C00000125,Amelia,Wilson,Female,2007-01-26,amelia.wilson125@globalretail.com,+32277273873,Germany,Berlin,Berlin,10052,2025-10-21,Consumer,Bronze,True,de,True
C00000126,James,Brown,Male,2015-01-23,james.brown126@globalretail.com,+2757816750,United States,New York,NY,82210,2020-08-27,Small Business,Bronze,True,en,True
C00000127,Liam,Moore,Non-Binary,2003-03-20,liam.moore127@globalretail.com,+54973360984,Germany,Berlin,Berlin,90371,2025-09-07,Consumer,Silver,True,de,True
C00000128,Noah,Martin,Non-Binary,2006-04-04,noah.martin128@globalretail.com,+1502823628,United States,New York,NY,67232,2025-05-11,Corporate,Silver,True,en,False
C00000129,Michael,Wilson,Male,1985-11-22,michael.wilson129@globalretail.com,+83141680045,United States,New York,NY,26156,2021-03-07,Consumer,Platinum,True,en,True
C00000130,Isabella,Smith,Female,2004-08-19,isabella.smith130@globalretail.com,+88946591754,United States,New York,NY,78582,2026-03-18,Consumer,Bronze,True,en,True
C00000131,Emma,Moore,Male,2014-09-30,emma.moore131@globalretail.com,+96317729480,United States,New York,NY,30864,2022-12-02,Corporate,Bronze,True,en,True
C00000132,Sophia,Taylor,Female,1995-03-24,sophia.taylor132@globalretail.com,+68849061853,United States,New York,NY,10836,2026-01-05,Consumer,Silver,True,en,True
C00000133,Amelia,Jones,Non-Binary,2002-02-04,amelia.jones133@globalretail.com,+10706883788,Italy,Milan,Lombardy,32484,2024-05-22,Consumer,Bronze,True,it,True
C00000134,Emma,Taylor,Non-Binary,1980-07-11,emma.taylor134@globalretail.com,+4133146266,Canada,Toronto,Ontario,15459,2023-11-13,Consumer,Gold,True,en,False
C00000135,John,Garcia,Non-Binary,1977-02-11,john.garcia135@globalretail.com,+98490204346,United States,New York,NY,36124,2020-07-10,Consumer,Gold,True,en,False
C00000136,Isabella,Davis,Male,1983-04-12,isabella.davis136@globalretail.com,+5136965519,United States,New York,NY,93122,2022-04-22,Consumer,Platinum,True,en,False
C00000137,Noah,Wilson,Non-Binary,2009-09-09,noah.wilson137@globalretail.com,+27416173375,United States,New York,NY,51830,2021-02-04,Consumer,Silver,True,en,True
C00000138,Sophia,Jones,Female,2006-04-10,sophia.jones138@globalretail.com,+42925962472,Canada,Toronto,Ontario,88906,2020-07-17,Consumer,Silver,True,en,False
C00000139,Isabella,Smith,Non-Binary,1993-09-28,isabella.smith139@globalretail.com,+99205548298,Italy,Milan,Lombardy,55453,2020-05-07,Consumer,Gold,True,it,True
C00000140,Amelia,Williams,Female,1999-12-09,amelia.williams140@globalretail.com,+22568213163,France,Paris,Île-de-France,10170,2021-01-07,Consumer,Bronze,True,fr,False
C00000141,John,Smith,Non-Binary,1996-03-18,john.smith141@globalretail.com,+24631053022,United States,New York,NY,87667,2021-01-26,Consumer,Silver,True,en,False
C00000142,Olivia,Jones,Male,1996-07-08,olivia.jones142@globalretail.com,+15783470679,Italy,Milan,Lombardy,20601,2022-08-06,Consumer,Gold,True,it,True
C00000143,Michael,Miller,Non-Binary,1991-11-13,michael.miller143@globalretail.com,+12553258624,United Kingdom,London,England,94654,2024-07-01,Consumer,Bronze,True,en,True
C00000144,Noah,Davis,Female,1981-11-03,noah.davis144@globalretail.com,+81350799859,Canada,Toronto,Ontario,70412,2025-08-14,Consumer,Silver,True,en,False
C00000145,Isabella,Taylor,Female,2000-04-02,isabella.taylor145@globalretail.com,+67266780821,France,Paris,Île-de-France,69022,2023-11-28,Small Business,Silver,True,fr,True
C00000146,Olivia,Wilson,Male,2000-02-23,olivia.wilson146@globalretail.com,+17458687487,United Kingdom,London,England,70557,2022-11-19,Small Business,Gold,True,en,True
C00000147,Liam,Jones,Male,2006-08-12,liam.jones147@globalretail.com,+32876487016,United States,New York,NY,52803,2021-09-25,Consumer,Silver,True,en,True
C00000148,Liam,Miller,Male,2006-11-08,liam.miller148@globalretail.com,+22806414579,Netherlands,Amsterdam,North Holland,23321,2022-11-25,Consumer,Bronze,True,nl,True
C00000149,Noah,Garcia,Male,1982-12-19,noah.garcia149@globalretail.com,+82214750480,United States,New York,NY,46805,2023-01-26,Consumer,Bronze,True,en,True
C00000150,John,Davis,Male,2005-04-09,john.davis150@globalretail.com,+65779010430,Spain,Madrid,Madrid,48825,2024-11-23,Consumer,Bronze,True,es,True
C00000151,Amelia,Garcia,Female,2014-11-23,amelia.garcia151@globalretail.com,+90716304221,United Kingdom,London,England,86995,2022-09-19,Corporate,Gold,True,en,True
C00000152,Michael,Garcia,Male,2004-08-25,michael.garcia152@globalretail.com,+83233375373,France,Paris,Île-de-France,69493,2022-07-25,Consumer,Bronze,True,fr,False
C00000153,Isabella,Johnson,Female,2009-04-05,isabella.johnson153@globalretail.com,+92865186539,Canada,Toronto,Ontario,92524,2022-09-19,Consumer,Bronze,True,en,True
C00000154,Charlotte,Smith,Non-Binary,1997-05-31,charlotte.smith154@globalretail.com,+85296561405,France,Paris,Île-de-France,95785,2024-08-03,Consumer,Platinum,True,fr,True
C00000155,Charlotte,Johnson,Male,1983-12-09,charlotte.johnson155@globalretail.com,+92939442443,United States,New York,NY,36189,2026-02-03,Consumer,Bronze,True,en,False
C00000156,Charlotte,Moore,Male,1997-02-20,charlotte.moore156@globalretail.com,+82951012124,United States,New York,NY,58485,2025-05-02,Consumer,Bronze,True,en,False
C00000157,Charlotte,Williams,Non-Binary,1991-10-09,charlotte.williams157@globalretail.com,+98231420231,Australia,Sydney,NSW,90478,2022-01-22,Consumer,Gold,True,en,True
C00000158,Noah,Davis,Female,1977-07-15,noah.davis158@globalretail.com,+54774916286,United Kingdom,London,England,98458,2020-02-24,Consumer,Silver,True,en,True
C00000159,Liam,Jones,Female,1983-12-26,liam.jones159@globalretail.com,+60327646990,Italy,Milan,Lombardy,31565,2025-11-28,Consumer,Platinum,True,it,False
C00000160,Liam,Wilson,Male,2010-09-16,liam.wilson160@globalretail.com,+46815152627,France,Paris,Île-de-France,93728,2022-07-14,Consumer,Silver,True,fr,False
C00000161,Lucas,Martin,Male,1990-01-29,lucas.martin161@globalretail.com,+35856129342,United States,New York,NY,59302,2025-04-06,Small Business,Bronze,True,en,False
C00000162,Olivia,Wilson,Male,1990-03-23,olivia.wilson162@globalretail.com,+84424077050,United States,New York,NY,51985,2023-02-25,Consumer,Silver,True,en,False
C00000163,Michael,Johnson,Female,1981-01-06,michael.johnson163@globalretail.com,+50161270796,France,Paris,Île-de-France,21177,2024-01-24,Consumer,Bronze,True,fr,True
C00000164,Sophia,Martin,Male,1983-07-29,sophia.martin164@globalretail.com,+84414598183,Germany,Berlin,Berlin,42771,2020-02-17,Consumer,Bronze,True,de,True
C00000165,Liam,Brown,Male,2009-05-16,liam.brown165@globalretail.com,+27532164253,Italy,Milan,Lombardy,80060,2023-11-20,Consumer,Silver,True,it,False
C00000166,Emma,Martin,Non-Binary,2009-07-07,emma.martin166@globalretail.com,+39311924971,Canada,Toronto,Ontario,74810,2026-02-24,Small Business,Bronze,True,en,True
