Customer Id,First Name,Last Name,Gender,Birth Date,Email,Phone,Country,City,State,Postal Code,Registration Date,Customer Segment,Loyalty,Active,Language,Marketing
C00010093,Emma,Martin,Female,2002-05-01,emma.martin10093@globalretail.com,54389716570,France,Paris,Île-de-France,48320,2025-04-25,Consumer,Silver,True,fr,True
C00022568,John,Davis,Non-Binary,01/01/1985,john.davis22568@globalretail.com,19313971905,Italy,Milan,Lombardy,51460,2025-04-18,Consumer,Bronze,True,it,False
C00012977,Amelia,Moore,Male,1975-01-11,amelia.moore12977@globalretail.com,20881101424,United States,New York,NY,32682,2020-02-26,Consumer,Bronze,False,en,True
C00003814,John,Smith,Male,2003-07-16,john.smith3814@globalretail.com,4220389910,USA,New York,NY,40971,2022-11-14,Consumer,Silver,True,en,True
C00007338,Charlotte,Moore,Non-Binary,01/01/1985,charlotte.moore7338@globalretail.com,3203156604,Canada,Toronto,Ontario,57097,2023-10-25,Small Business,Bronze,True,en,True
C00024484,Emma,Williams,Female,2012-02-23,emma.williams24484@globalretail.com,42305273178,USA,Milan,Lombardy,97237,2020-11-11,Consumer,Bronze,True,it,True
C00019593,Amelia,Johnson,Female,1988-12-14,amelia.johnson19593@globalretail.com,28713692209,United States,New York,NY,11745,2021-04-28,Consumer,Bronze,True,en,False
C00005122,Amelia,Brown,Female,1990-12-04,amelia.brown5122@globalretail.com,19882696403,Italy,Milan,Lombardy,33874,2023-06-21,Consumer,Silver,True,it,True
C00014906,James,Brown,Female,1999-11-26,james.brown14906@globalretail.com,UNKNOWN,Germany,Berlin,Berlin,86783,2021-07-03,Corporate,Silver,True,de,True
C00008224,Lucas,Martin,Male,1986-07-07,lucas.martin8224@globalretail.com,44791832170,United Kingdom,London,England,84325,2024-03-25,Consumer,Gold,True,en,False
C00002869,James,Wilson,Male,2003-07-24,james.wilson2869@globalretail.com,1701318337,Australia,Sydney,NSW,30540,2021-10-31,Small Business,Platinum,True,en,False
C00002343,James,Wilson,Female,1994-08-06,james.wilson2343@globalretail.com,77554464193,Canada,Toronto,Ontario,38656,2022-10-01,Consumer,Silver,True,en,True
C00008833,Noah,Jones,Female,01/01/1985,noah.jones8833@globalretail.com,18184113846,Italy,Milan,Lombardy,26126,2023-04-01,Small Business,Bronze,True,it,False
C00007933,Emma,Williams,Non-Binary,1989-08-30,emma.williams7933@globalretail.com,16691835163,United States,New York,NY,67145,2021-08-17,Small Business,Gold,True,en,True
C00016558,Noah,Miller,Male,1978-03-16,noah.miller16558@globalretail.com,96720749742,United States,New York,NY,65350,2021-07-15,Consumer,Bronze,True,en,True
C00020605,John,Moore,Male,2001-05-21,john.moore20605@globalretail.com,31308720650,United States,New York,NY,41142,2020-06-22,Consumer,Platinum,True,en,True
C00012984,Lucas,Smith,Male,2008-09-06,lucas.smith12984@globalretail.com,49407949825,Canada,Toronto,Ontario,21691,2024-03-07,Consumer,Gold,True,en,False
C00003015,Lucas,Garcia,Non-Binary,1989-07-23,lucas.garcia3015@globalretail.com,25712636388,United States,New York,NY,71960,2025-03-16,Small Business,Bronze,True,en,True
C00027332,Noah,Wilson,Female,1977-03-21,noah.wilson27332@globalretail.com,78265536773,United States,New York,NY,36415,2021-07-24,Consumer,Bronze,True,en,True
C00012125,Michael,Johnson,Male,2007-08-26,michael.johnson12125@globalretail.com,10310077102,United States,New York,NY,37418,2025-04-02,Consumer,Platinum,True,en,True
C00003753,John,Taylor,Female,2009-11-26,john.taylor3753@globalretail.com,75909061170,United States,New York,NY,58131,2024-08-31,Consumer,Bronze,True,en,True
C00027388,Isabella,Jones,Non-Binary,1979-07-16,,35781489219,United States,New York,NY,23093,2022-10-22,Consumer,Bronze,True,en,True
C00012336,Olivia,Moore,Female,2013-11-05,olivia.moore12336@globalretail.com,87117296745,Germany,Berlin,Berlin,45619,2022-11-10,Consumer,Bronze,True,de,True
C00011545,Michael,Miller,Non-Binary,1976-02-14,michael.miller11545@globalretail.com,41718786961,Spain,Madrid,Madrid,72845,2020-10-05,Consumer,Bronze,True,es,False
C00011357,Liam,Johnson,Male,1988-10-31,liam.johnson11357@globalretail.com,43661864986,United States,New York,NY,34726,2025-06-24,Consumer,Silver,False,en,True
C00002677,Amelia,Brown,Male,1994-07-08,amelia.brown2677@globalretail.com,62621277731,France,Paris,Île-de-France,42552,2025-11-21,Consumer,Silver,True,fr,True
C00028739,James,Miller,Female,1995-05-16,james.miller28739@globalretail.com,55641383110,Germany,Berlin,Berlin,14617,2020-09-11,Consumer,Silver,True,de,True
C00029996,Olivia,Davis,Female,1979-09-17,olivia.davis29996@globalretail.com,95804391225,Germany,Berlin,Berlin,45317,2024-02-03,Consumer,Bronze,True,de,True
C00020748,Sophia,Garcia,Female,1980-06-29,sophia.garcia20748@globalretail.com,31819017481,France,Paris,Île-de-France,32853,2020-08-26,Consumer,Bronze,True,fr,True
C00013376,Michael,Brown,Male,1985/01/01,michael.brown13376@globalretail.com,77755637469,United States,New York,NY,33459,2021-06-24,Corporate,Silver,True,en,False
C00017987,Liam,Williams,Male,1989-12-13,liam.williams17987@globalretail.com,49233898026,United States,New York,NY,21401,2024-02-20,Consumer,Gold,True,en,False
C00007886,John,Davis,Non-Binary,1978-12-08,john.davis7886@globalretail.com,40669053076,United States,New York,NY,94883,2023-10-01,Consumer,Gold,True,en,False
C00013333,Liam,Moore,Male,2012-02-12,liam.moore13333@globalretail.com,91182908946,Italy,Milan,Lombardy,31090,2025-12-28,Consumer,Bronze,False,it,True
C00009586,Lucas,Moore,Non-Binary,1991-03-01,lucas.moore9586@globalretail.com,55899928073,United Kingdom,London,England,18086,2021-04-22,Consumer,Bronze,True,en,True
C00006333,James,Williams,Non-Binary,1987-09-09,james.williams6333@globalretail.com,60109953676,Germany,Berlin,Berlin,38721,2023-03-19,Consumer,Bronze,True,de,False
C00024430,Michael,Brown,Non-Binary,1994-11-29,michael.brown24430@globalretail.com,19429023985,Canada,Toronto,Ontario,25494,2023-09-25,Small Business,Bronze,True,en,True
C00018080,Olivia,Moore,Female,1998-05-20,olivia.moore18080@globalretail.com,33648255137,Italy,Milan,Lombardy,57323,2022-04-10,Consumer,Gold,True,it,True
C00005202,Olivia,Jones,Male,1993-01-10,olivia.jones5202@globalretail.com,72628777824,Germany,Berlin,Berlin,40806,2020-08-07,Consumer,Silver,True,de,True
C00000748,Michael,Johnson,Non-Binary,01/01/1985,michael.johnson748@globalretail.com,34667271561,Germany,Berlin,Berlin,20241,2020-04-03,Small Business,Silver,True,de,True
C00009761,James,Smith,Female,1996-11-13,james.smith9761@globalretail.com,88282413629,United States,New York,NY,44919,2024-11-02,Consumer,Silver,True,en,True
C00029613,Michael,Jones,Non-Binary,2009-11-30,michael.jones29613@globalretail.com,92239666902,USA,Amsterdam,North Holland,27235,2025-11-27,Consumer,Bronze,True,nl,True
C00019993,Michael,Moore,Female,1993-03-09,michael.moore19993@globalretail.com,72895737783,Italy,Milan,Lombardy,84197,2021-09-22,Consumer,Gold,True,it,True
C00023190,Emma,Moore,Non-Binary,1991-08-21,,94556727333,United States,New York,NY,48728,2026-02-07,Consumer,Silver,True,en,False
C00025536,Olivia,Davis,Male,1982-09-26,olivia.davis25536@globalretail.com,7218571520,United Kingdom,London,England,11900,2022-11-01,Consumer,Bronze,True,en,True
C00017964,Emma,Martin,Female,1995-11-09,emma.martin17964@globalretail.com,UNKNOWN,United States,New York,NY,76463,2024-04-11,Consumer,Bronze,True,en,True
C00025247,Isabella,Smith,Female,1979-04-25,isabella.smith25247@globalretail.com,70934294794,United States,New York,NY,38343,2024-08-04,Consumer,Gold,True,en,False
C00005082,Emma,Wilson,Female,2003-09-02,emma.wilson5082@globalretail.com,17389404228,Spain,Madrid,Madrid,24742,2024-10-31,Consumer,Silver,False,es,False
C00009351,Lucas,Miller,Non-Binary,1999-10-24,lucas.miller9351@globalretail.com,54643539742,Italy,Milan,Lombardy,64979,2025-07-02,Consumer,Silver,True,it,True
C00010983,Amelia,Johnson,Non-Binary,1974-04-04,,26986466288,Italy,Milan,Lombardy,81061,2021-07-31,Consumer,Bronze,True,it,True
C00023622,Emma,Johnson,Non-Binary,1982-01-18,emma.johnson23622@globalretail.com,70115388960,Germany,Berlin,Berlin,82992,2023-08-02,Consumer,Gold,True,de,False
C00013236,James,Davis,Non-Binary,1994-06-29,james.davis13236@globalretail.com,3901534255,Italy,Milan,Lombardy,28608,2021-01-14,Consumer,Bronze,True,it,True
C00019368,Charlotte,Brown,Non-Binary,1988-01-03,charlotte.brown19368@globalretail.com,9104557634,France,Paris,Île-de-France,34653,2020-05-13,Small Business,Gold,True,fr,False
C00001191,Isabella,Wilson,Non-Binary,01/01/1985,isabella.wilson1191@globalretail.com,58224817197,United Kingdom,London,England,11636,2024-11-24,Consumer,Silver,True,en,False
C00000822,John,Wilson,Non-Binary,1975-04-30,john.wilson822@globalretail.com,61275880081,United Kingdom,London,England,79790,2025-08-12,Consumer,Bronze,True,en,True
C00015879,Olivia,Williams,Female,1999-03-18,,8399709036,Germany,Berlin,Berlin,17022,2022-11-03,Consumer,Bronze,True,de,True
C00020498,Charlotte,Martin,Male,2000-01-18,,8684291165,Italy,Milan,Lombardy,64237,2023-10-05,Consumer,Bronze,True,it,True
C00009420,James,Taylor,Non-Binary,1974-07-23,james.taylor9420@globalretail.com,7592289159,United Kingdom,London,England,30325,2024-01-03,Consumer,Bronze,False,en,False
C00028101,Liam,Garcia,Male,1981-11-07,liam.garcia28101@globalretail.com,UNKNOWN,Germany,Berlin,Berlin,97797,2020-03-07,Consumer,Bronze,True,de,True
C00008893,Liam,Miller,Non-Binary,2007-09-20,liam.miller8893@globalretail.com,51265669268,Germany,Berlin,Berlin,83764,2021-05-09,Consumer,Bronze,True,de,True
C00004462,Charlotte,Wilson,Female,2004-04-20,charlotte.wilson4462@globalretail.com,40187897408,United Kingdom,London,England,15415,2022-07-28,Consumer,Bronze,True,en,False
C00025230,Charlotte,Moore,Non-Binary,1981-05-13,charlotte.moore25230@globalretail.com,87426501892,United States,New York,NY,74077,2022-06-02,Consumer,Gold,True,en,False
C00029986,Noah,Johnson,Non-Binary,2008-04-10,noah.johnson29986@globalretail.com,93801916024,United States,New York,NY,12949,2025-05-21,Small Business,Bronze,True,en,True
C00012607,Sophia,Davis,Non-Binary,1984-12-08,,52403640148,Germany,Berlin,Berlin,46636,2021-12-21,Consumer,Silver,True,de,True
C00025979,Sophia,Moore,Non-Binary,1993-02-09,sophia.moore25979@globalretail.com,29406271468,United Kingdom,London,England,74876,2026-02-15,Consumer,Bronze,True,en,False
C00019133,Isabella,Jones,Non-Binary,2000-02-27,isabella.jones19133@globalretail.com,67691962439,United States,New York,NY,50580,2021-01-06,Consumer,Silver,True,en,True
C00014741,Olivia,Williams,Female,1988-12-03,olivia.williams14741@globalretail.com,3505983090,United States,New York,NY,84683,2024-10-19,Consumer,Silver,True,en,True
C00012147,Sophia,Taylor,Non-Binary,2001-12-12,sophia.taylor12147@globalretail.com,46835005031,Italy,Milan,Lombardy,59629,2024-01-23,Consumer,Silver,True,it,True
C00002745,Emma,Brown,Male,2013-09-21,emma.brown2745@globalretail.com,82103295501,Germany,Berlin,Berlin,89898,2020-10-28,Consumer,Gold,True,de,True
C00010115,Sophia,Martin,Male,1976-05-20,sophia.martin10115@globalretail.com,43703953996,United States,New York,NY,44606,2026-01-07,Consumer,Bronze,True,en,False
C00002384,Isabella,Taylor,Non-Binary,1976-09-15,isabella.taylor2384@globalretail.com,32211263993,United Kingdom,London,England,29260,2023-09-09,Consumer,Silver,True,en,True
C00009154,Noah,Moore,Non-Binary,2003-10-08,noah.moore9154@globalretail.com,91966274725,Italy,Milan,Lombardy,78882,2024-07-31,Consumer,Gold,True,it,False
C00001407,Charlotte,Brown,Female,1976-07-03,,25287332392,United States,New York,NY,89623,2024-07-25,Consumer,Bronze,True,en,True
C00016561,Liam,Jones,Female,1974-05-20,liam.jones16561@globalretail.com,45645787946,France,Paris,Île-de-France,15752,2022-11-18,Consumer,Silver,True,fr,True
C00019362,Amelia,Garcia,Male,1996-06-05,amelia.garcia19362@globalretail.com,75665727198,France,Paris,Île-de-France,10077,2023-02-15,Consumer,Bronze,True,fr,False
C00010343,Isabella,Taylor,Non-Binary,1996-11-01,isabella.taylor10343@globalretail.com,20848821015,United States,New York,NY,75682,2025-07-14,Consumer,Gold,False,en,True
C00027757,Sophia,Garcia,Female,2009-05-02,,16913185851,France,Paris,Île-de-France,65033,2021-12-02,Consumer,Silver,True,fr,True
C00017615,John,Brown,Male,2007-07-24,john.brown17615@globalretail.com,34665294549,Netherlands,Amsterdam,North Holland,79632,2023-11-14,Consumer,Gold,True,nl,True
C00019907,Amelia,Miller,Female,1984-02-17,amelia.miller19907@globalretail.com,73829874750,United States,New York,NY,52706,2023-05-02,Consumer,Silver,True,en,True
C00024531,Isabella,Williams,Non-Binary,01/01/1985,,70462185879,United Kingdom,London,England,12332,2022-03-23,Consumer,Bronze,True,en,True
C00027309,John,Davis,Female,2013-08-22,john.davis27309@globalretail.com,47561762344,United States,New York,NY,96257,2024-03-29,Consumer,Gold,True,en,True
C00017789,John,Williams,Male,2001-07-17,john.williams17789@globalretail.com,59456570772,Canada,Toronto,Ontario,57777,2020-05-15,Small Business,Bronze,True,en,True
C00013076,Amelia,Johnson,Male,2008-10-04,amelia.johnson13076@globalretail.com,61419974597,Germany,Berlin,Berlin,66208,2023-12-16,Consumer,Bronze,True,de,False
C00022090,Lucas,Smith,Non-Binary,1994-03-05,lucas.smith22090@globalretail.com,69317713290,United States,New York,NY,50851,2023-04-28,Small Business,Gold,False,en,True
C00028574,Lucas,Martin,Male,2002-07-25,lucas.martin28574@globalretail.com,97245888736,United Kingdom,London,England,77829,2023-05-08,Consumer,Bronze,True,en,True
C00020569,Michael,Miller,Male,1986-06-27,michael.miller20569@globalretail.com,45810653397,Australia,Sydney,NSW,45993,2024-06-05,Consumer,Platinum,True,en,True
C00017891,Charlotte,Brown,Female,1975-11-24,charlotte.brown17891@globalretail.com,92695739331,Canada,Toronto,Ontario,49492,2020-03-31,Consumer,Bronze,True,en,False
C00016838,Emma,Martin,Non-Binary,2006-07-03,emma.martin16838@globalretail.com,97842166212,United States,New York,NY,77522,2022-06-04,Consumer,Bronze,True,en,False
C00006553,Emma,Brown,Female,1990-03-29,emma.brown6553@globalretail.com,32727649459,United States,New York,NY,76830,2021-07-29,Small Business,Platinum,True,en,True
C00019638,James,Jones,Female,1974-10-18,james.jones19638@globalretail.com,14319101781,USA,Paris,Île-de-France,98675,2023-04-26,Small Business,Silver,True,fr,False
C00018295,Michael,Garcia,Male,1985/01/01,michael.garcia18295@globalretail.com,35107688091,United States,New York,NY,24233,2022-05-04,Consumer,Platinum,True,en,False
C00002877,Isabella,Johnson,Male,2009-05-15,isabella.johnson2877@globalretail.com,UNKNOWN,United States,New York,NY,95821,2021-01-15,Consumer,Silver,True,en,True
C00002983,James,Martin,Female,2000-08-18,,99511234229,USA,London,England,67517,2021-04-27,Consumer,Silver,True,en,True
C00017411,Lucas,Brown,Male,1994-04-03,,54952918114,United States,New York,NY,88293,2021-04-18,Consumer,Bronze,True,en,True
C00015163,Michael,Williams,Non-Binary,1975-11-01,michael.williams15163@globalretail.com,UNKNOWN,United States,New York,NY,48523,2020-07-14,Consumer,Gold,False,en,True
C00002154,Noah,Jones,Male,1994-08-27,noah.jones2154@globalretail.com,54954394471,United States,New York,NY,74017,2023-10-29,Consumer,Gold,True,en,True
C00018701,John,Jones,Female,1994-12-22,john.jones18701@globalretail.com,98995991409,Germany,Berlin,Berlin,58733,2022-02-13,Consumer,Bronze,True,de,True
C00007668,Emma,Brown,Female,1977-12-30,emma.brown7668@globalretail.com,72345311854,USA,Paris,Île-de-France,23888,2025-06-22,Corporate,Bronze,True,fr,True
C00015244,James,Wilson,Female,2008-06-30,,34711399361,USA,New York,NY,53774,2023-03-02,Consumer,Bronze,False,en,True
C00016858,Michael,Moore,Male,1979-03-05,,76378346275,United States,New York,NY,18356,2024-05-18,Consumer,Gold,True,en,False
C00013962,Michael,Smith,Female,1981-02-13,michael.smith13962@globalretail.com,86915480981,USA,New York,NY,19318,2023-12-31,Small Business,Bronze,True,en,True
C00000218,Charlotte,Johnson,Male,2006-05-01,charlotte.johnson218@globalretail.com,6393145555,United Kingdom,London,England,26128,2021-01-19,Consumer,Silver,True,en,True
C00023288,Amelia,Moore,Female,1983-05-13,amelia.moore23288@globalretail.com,29634034159,France,Paris,Île-de-France,94683,2023-05-22,Consumer,Silver,True,fr,True
C00002214,Liam,Brown,Non-Binary,1991-10-18,liam.brown2214@globalretail.com,65238784413,Italy,Milan,Lombardy,41856,2023-06-03,Consumer,Bronze,True,it,True
C00006581,Liam,Moore,Female,1975-01-21,liam.moore6581@globalretail.com,85922078948,United States,New York,NY,64959,2022-08-20,Consumer,Silver,True,en,False
C00027603,John,Jones,Male,1990-06-02,john.jones27603@globalretail.com,63979460270,United States,New York,NY,31114,2024-06-21,Consumer,Silver,True,en,False
C00019377,Michael,Miller,Male,1990-07-22,michael.miller19377@globalretail.com,95921559741,Italy,Milan,Lombardy,45154,2023-04-21,Consumer,Silver,True,it,True
C00007540,James,Taylor,Female,2006-05-28,james.taylor7540@globalretail.com,66105744059,United Kingdom,London,England,60544,2022-10-09,Consumer,Silver,True,en,True
C00014977,Liam,Moore,Female,1983-12-31,liam.moore14977@globalretail.com,47496023861,Netherlands,Amsterdam,North Holland,84204,2020-09-05,Consumer,Silver,True,nl,False
C00010129,Michael,Jones,Female,1995-04-19,michael.jones10129@globalretail.com,25304301373,France,Paris,Île-de-France,36649,2020-05-04,Consumer,Bronze,True,fr,True
C00005706,Michael,Davis,Female,1997-04-03,michael.davis5706@globalretail.com,64524442592,United Kingdom,London,England,34924,2023-12-19,Consumer,Silver,True,en,True
C00005954,John,Williams,Non-Binary,2014-11-21,john.williams5954@globalretail.com,86678198661,United Kingdom,London,England,95232,2020-01-11,Consumer,Bronze,False,en,True
C00000539,Olivia,Brown,Non-Binary,1994-02-24,olivia.brown539@globalretail.com,80830903055,Italy,Milan,Lombardy,14398,2020-08-29,Consumer,Silver,True,it,True
C00021664,Emma,Davis,Female,1997-04-25,emma.davis21664@globalretail.com,75871948244,Germany,Berlin,Berlin,16262,2021-09-17,Consumer,Silver,True,de,True
C00021568,Noah,Wilson,Male,2007-03-05,noah.wilson21568@globalretail.com,68386377765,France,Paris,Île-de-France,92388,2020-10-19,Small Business,Gold,True,fr,True
C00028983,Isabella,Davis,Non-Binary,1977-05-04,isabella.davis28983@globalretail.com,17563879118,Germany,Berlin,Berlin,80740,2026-02-15,Consumer,Silver,True,de,False
C00007428,Isabella,Johnson,Male,2011-06-25,isabella.johnson7428@globalretail.com,51796753834,United States,New York,NY,23907,2020-02-22,Consumer,Bronze,True,en,True
C00020726,Lucas,Williams,Male,1975-05-05,lucas.williams20726@globalretail.com,12999540868,United Kingdom,London,England,91368,2022-05-01,Consumer,Bronze,True,en,False
C00004182,Olivia,Taylor,Non-Binary,1975-08-03,olivia.taylor4182@globalretail.com,79410738229,Italy,Milan,Lombardy,99687,2024-03-11,Consumer,Bronze,True,it,True
C00018702,Isabella,Jones,Male,1975-12-31,isabella.jones18702@globalretail.com,43632690530,France,Paris,Île-de-France,31327,2026-02-12,Consumer,Bronze,True,fr,True
C00015415,Sophia,Davis,Male,1979-08-25,sophia.davis15415@globalretail.com,54852876887,France,Paris,Île-de-France,20413,2024-08-05,Consumer,Platinum,True,fr,False
C00012155,Michael,Moore,Male,1990-06-12,michael.moore12155@globalretail.com,86221659955,United Kingdom,London,England,69727,2020-11-24,Consumer,Bronze,True,en,True
C00000580,Charlotte,Wilson,Non-Binary,01/01/1985,charlotte.wilson580@globalretail.com,93562423657,United States,New York,NY,40827,2021-06-24,Small Business,Bronze,True,en,True
C00002169,Charlotte,Davis,Female,1978-12-28,charlotte.davis2169@globalretail.com,86185371226,Netherlands,Amsterdam,North Holland,13486,2020-08-27,Consumer,Bronze,True,nl,True
C00024420,Charlotte,Wilson,Non-Binary,2011-02-16,charlotte.wilson24420@globalretail.com,45233673133,Spain,Madrid,Madrid,81464,2025-09-12,Corporate,Bronze,True,es,True
C00000251,Noah,Davis,Male,1975-03-04,noah.davis251@globalretail.com,12286259413,Spain,Madrid,Madrid,32272,2025-06-07,Consumer,Bronze,True,es,True
C00015693,Emma,Martin,Male,2005-04-10,emma.martin15693@globalretail.com,36507127168,Germany,Berlin,Berlin,64923,2025-12-31,Consumer,Bronze,True,de,True
C00009972,Emma,Williams,Non-Binary,1998-06-09,emma.williams9972@globalretail.com,11433547113,United States,New York,NY,31743,2026-01-15,Consumer,Bronze,True,en,True
C00016181,John,Jones,Male,2000-07-24,john.jones16181@globalretail.com,72606409459,Italy,Milan,Lombardy,33847,2025-03-23,Consumer,Bronze,True,it,True
C00011490,Lucas,Miller,Female,2008-04-17,lucas.miller11490@globalretail.com,38748107878,Australia,Sydney,NSW,33147,2022-05-06,Consumer,Bronze,True,en,False
C00009145,John,Williams,Non-Binary,2001-09-06,john.williams9145@globalretail.com,UNKNOWN,United States,New York,NY,39601,2023-01-01,Consumer,Bronze,True,en,True
C00029433,Olivia,Taylor,Male,1999-10-12,olivia.taylor29433@globalretail.com,UNKNOWN,Spain,Madrid,Madrid,62493,2024-10-24,Consumer,Bronze,True,es,True
C00025791,Emma,Wilson,Male,2012-09-20,emma.wilson25791@globalretail.com,30421110540,United States,New York,NY,30219,2022-08-31,Consumer,Bronze,True,en,True
